movieId,title,clean_titles,year,genres,movies_text
445,Fatal Instinct (1993),fatal instinct,1993,Comedy,fatal instinct comedy
446,Farewell My Concubine (Ba wang bie ji) (1993),farewell my concubine (ba wang bie ji),1993,Drama|Romance,farewell my concubine (ba wang bie ji) drama romance
448,Fearless (1993),fearless,1993,Drama,fearless drama
450,With Honors (1994),with honors,1994,Comedy|Drama,with honors comedy drama
453,For Love or Money (1993),for love or money,1993,Comedy|Romance,for love or money comedy romance
454,"Firm, The (1993)","firm, the",1993,Drama|Thriller,"firm, the drama thriller"
455,Free Willy (1993),free willy,1993,Adventure|Children|Drama,free willy adventure children drama
457,"Fugitive, The (1993)","fugitive, the",1993,Thriller,"fugitive, the thriller"
458,Geronimo: An American Legend (1993),geronimo: an american legend,1993,Drama|Western,geronimo: an american legend drama western
459,"Getaway, The (1994)","getaway, the",1994,Action|Adventure|Crime|Drama|Romance|Thriller,"getaway, the action adventure crime drama romance thriller"
464,Hard Target (1993),hard target,1993,Action|Adventure|Crime|Thriller,hard target action adventure crime thriller
466,Hot Shots! Part Deux (1993),hot shots! part deux,1993,Action|Comedy|War,hot shots! part deux action comedy war
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)","englishman who went up a hill but came down a mountain, the",1995,Comedy|Romance,"englishman who went up a hill but came down a mountain, the comedy romance"
469,"House of the Spirits, The (1993)","house of the spirits, the",1993,Drama|Romance,"house of the spirits, the drama romance"
471,"Hudsucker Proxy, The (1994)","hudsucker proxy, the",1994,Comedy,"hudsucker proxy, the comedy"
472,I'll Do Anything (1994),i'll do anything,1994,Comedy|Drama,i'll do anything comedy drama
473,In the Army Now (1994),in the army now,1994,Comedy|War,in the army now comedy war
474,In the Line of Fire (1993),in the line of fire,1993,Action|Thriller,in the line of fire action thriller
475,In the Name of the Father (1993),in the name of the father,1993,Drama,in the name of the father drama
477,What's Love Got to Do with It? (1993),what's love got to do with it?,1993,Drama|Musical,what's love got to do with it? drama musical
480,Jurassic Park (1993),jurassic park,1993,Action|Adventure|Sci-Fi|Thriller,jurassic park action adventure sci-fi thriller
481,Kalifornia (1993),kalifornia,1993,Drama|Thriller,kalifornia drama thriller
482,Killing Zoe (1994),killing zoe,1994,Crime|Drama|Thriller,killing zoe crime drama thriller
485,Last Action Hero (1993),last action hero,1993,Action|Adventure|Comedy|Fantasy,last action hero action adventure comedy fantasy
489,Made in America (1993),made in america,1993,Comedy,made in america comedy
490,Malice (1993),malice,1993,Thriller,malice thriller
491,"Man Without a Face, The (1993)","man without a face, the",1993,Drama,"man without a face, the drama"
492,Manhattan Murder Mystery (1993),manhattan murder mystery,1993,Comedy|Mystery,manhattan murder mystery comedy mystery
493,Menace II Society (1993),menace ii society,1993,Action|Crime|Drama,menace ii society action crime drama
494,Executive Decision (1996),executive decision,1996,Action|Adventure|Thriller,executive decision action adventure thriller
497,Much Ado About Nothing (1993),much ado about nothing,1993,Comedy|Romance,much ado about nothing comedy romance
500,Mrs. Doubtfire (1993),mrs. doubtfire,1993,Comedy|Drama,mrs. doubtfire comedy drama
501,Naked (1993),naked,1993,Drama,naked drama
502,"Next Karate Kid, The (1994)","next karate kid, the",1994,Action|Children|Romance,"next karate kid, the action children romance"
505,North (1994),north,1994,Comedy,north comedy
507,"Perfect World, A (1993)","perfect world, a",1993,Crime|Drama|Thriller,"perfect world, a crime drama thriller"
508,Philadelphia (1993),philadelphia,1993,Drama,philadelphia drama
509,"Piano, The (1993)","piano, the",1993,Drama|Romance,"piano, the drama romance"
514,"Ref, The (1994)","ref, the",1994,Comedy,"ref, the comedy"
515,"Remains of the Day, The (1993)","remains of the day, the",1993,Drama|Romance,"remains of the day, the drama romance"
516,Renaissance Man (1994),renaissance man,1994,Comedy|Drama,renaissance man comedy drama
517,Rising Sun (1993),rising sun,1993,Action|Drama|Mystery,rising sun action drama mystery
519,RoboCop 3 (1993),robocop 3,1993,Action|Crime|Drama|Sci-Fi|Thriller,robocop 3 action crime drama sci-fi thriller
520,Robin Hood: Men in Tights (1993),robin hood: men in tights,1993,Comedy,robin hood: men in tights comedy
522,Romper Stomper (1992),romper stomper,1992,Action|Drama,romper stomper action drama
524,Rudy (1993),rudy,1993,Drama,rudy drama
527,Schindler's List (1993),schindler's list,1993,Drama|War,schindler's list drama war
529,Searching for Bobby Fischer (1993),searching for bobby fischer,1993,Drama,searching for bobby fischer drama
531,"Secret Garden, The (1993)","secret garden, the",1993,Children|Drama,"secret garden, the children drama"
532,Serial Mom (1994),serial mom,1994,Comedy|Crime|Horror,serial mom comedy crime horror
533,"Shadow, The (1994)","shadow, the",1994,Action|Adventure|Fantasy|Mystery,"shadow, the action adventure fantasy mystery"
534,Shadowlands (1993),shadowlands,1993,Drama|Romance,shadowlands drama romance
535,Short Cuts (1993),short cuts,1993,Drama,short cuts drama
537,Sirens (1994),sirens,1994,Drama,sirens drama
538,Six Degrees of Separation (1993),six degrees of separation,1993,Drama,six degrees of separation drama
539,Sleepless in Seattle (1993),sleepless in seattle,1993,Comedy|Drama|Romance,sleepless in seattle comedy drama romance
540,Sliver (1993),sliver,1993,Thriller,sliver thriller
541,Blade Runner (1982),blade runner,1982,Action|Sci-Fi|Thriller,blade runner action sci-fi thriller
542,Son in Law (1993),son in law,1993,Comedy|Drama|Romance,son in law comedy drama romance
543,So I Married an Axe Murderer (1993),so i married an axe murderer,1993,Comedy|Romance|Thriller,so i married an axe murderer comedy romance thriller
544,Striking Distance (1993),striking distance,1993,Action|Crime,striking distance action crime
546,Super Mario Bros. (1993),super mario bros.,1993,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,super mario bros. action adventure children comedy fantasy sci-fi
548,Terminal Velocity (1994),terminal velocity,1994,Action|Mystery|Thriller,terminal velocity action mystery thriller
550,Threesome (1994),threesome,1994,Comedy|Romance,threesome comedy romance
551,"Nightmare Before Christmas, The (1993)","nightmare before christmas, the",1993,Animation|Children|Fantasy|Musical,"nightmare before christmas, the animation children fantasy musical"
552,"Three Musketeers, The (1993)","three musketeers, the",1993,Action|Adventure|Comedy|Romance,"three musketeers, the action adventure comedy romance"
553,Tombstone (1993),tombstone,1993,Action|Drama|Western,tombstone action drama western
555,True Romance (1993),true romance,1993,Crime|Thriller,true romance crime thriller
556,"War Room, The (1993)","war room, the",1993,Documentary,"war room, the documentary"
558,"Pagemaster, The (1994)","pagemaster, the",1994,Action|Adventure|Animation|Children|Fantasy,"pagemaster, the action adventure animation children fantasy"
562,Welcome to the Dollhouse (1995),welcome to the dollhouse,1995,Comedy|Drama,welcome to the dollhouse comedy drama
569,Little Big League (1994),little big league,1994,Comedy|Drama,little big league comedy drama
575,"Little Rascals, The (1994)","little rascals, the",1994,Children|Comedy,"little rascals, the children comedy"
580,Princess Caraboo (1994),princess caraboo,1994,Drama,princess caraboo drama
585,"Brady Bunch Movie, The (1995)","brady bunch movie, the",1995,Comedy,"brady bunch movie, the comedy"
586,Home Alone (1990),home alone,1990,Children|Comedy,home alone children comedy
587,Ghost (1990),ghost,1990,Comedy|Drama|Fantasy|Romance|Thriller,ghost comedy drama fantasy romance thriller
588,Aladdin (1992),aladdin,1992,Adventure|Animation|Children|Comedy|Musical,aladdin adventure animation children comedy musical
589,Terminator 2: Judgment Day (1991),terminator 2: judgment day,1991,Action|Sci-Fi,terminator 2: judgment day action sci-fi
590,Dances with Wolves (1990),dances with wolves,1990,Adventure|Drama|Western,dances with wolves adventure drama western
592,Batman (1989),batman,1989,Action|Crime|Thriller,batman action crime thriller
593,"Silence of the Lambs, The (1991)","silence of the lambs, the",1991,Crime|Horror|Thriller,"silence of the lambs, the crime horror thriller"
594,Snow White and the Seven Dwarfs (1937),snow white and the seven dwarfs,1937,Animation|Children|Drama|Fantasy|Musical,snow white and the seven dwarfs animation children drama fantasy musical
595,Beauty and the Beast (1991),beauty and the beast,1991,Animation|Children|Fantasy|Musical|Romance|IMAX,beauty and the beast animation children fantasy musical romance imax
596,Pinocchio (1940),pinocchio,1940,Animation|Children|Fantasy|Musical,pinocchio animation children fantasy musical
597,Pretty Woman (1990),pretty woman,1990,Comedy|Romance,pretty woman comedy romance
599,"Wild Bunch, The (1969)","wild bunch, the",1969,Adventure|Western,"wild bunch, the adventure western"
605,One Fine Day (1996),one fine day,1996,Drama|Romance,one fine day drama romance
608,Fargo (1996),fargo,1996,Comedy|Crime|Drama|Thriller,fargo comedy crime drama thriller
609,Homeward Bound II: Lost in San Francisco (1996),homeward bound ii: lost in san francisco,1996,Adventure|Children,homeward bound ii: lost in san francisco adventure children
610,Heavy Metal (1981),heavy metal,1981,Action|Adventure|Animation|Horror|Sci-Fi,heavy metal action adventure animation horror sci-fi
611,Hellraiser: Bloodline (1996),hellraiser: bloodline,1996,Action|Horror|Sci-Fi,hellraiser: bloodline action horror sci-fi
612,"Pallbearer, The (1996)","pallbearer, the",1996,Comedy,"pallbearer, the comedy"
613,Jane Eyre (1996),jane eyre,1996,Drama|Romance,jane eyre drama romance
616,"Aristocats, The (1970)","aristocats, the",1970,Animation|Children,"aristocats, the animation children"
619,Ed (1996),ed,1996,Comedy,ed comedy
627,"Last Supper, The (1995)","last supper, the",1995,Drama|Thriller,"last supper, the drama thriller"
628,Primal Fear (1996),primal fear,1996,Crime|Drama|Mystery|Thriller,primal fear crime drama mystery thriller
631,All Dogs Go to Heaven 2 (1996),all dogs go to heaven 2,1996,Adventure|Animation|Children|Fantasy|Musical|Romance,all dogs go to heaven 2 adventure animation children fantasy musical romance
637,Sgt. Bilko (1996),sgt. bilko,1996,Comedy,sgt. bilko comedy
640,Diabolique (1996),diabolique,1996,Drama|Thriller,diabolique drama thriller
647,Courage Under Fire (1996),courage under fire,1996,Action|Crime|Drama|War,courage under fire action crime drama war
648,Mission: Impossible (1996),mission: impossible,1996,Action|Adventure|Mystery|Thriller,mission: impossible action adventure mystery thriller
653,Dragonheart (1996),dragonheart,1996,Action|Adventure|Fantasy,dragonheart action adventure fantasy
656,Eddie (1996),eddie,1996,Comedy,eddie comedy
661,James and the Giant Peach (1996),james and the giant peach,1996,Adventure|Animation|Children|Fantasy|Musical,james and the giant peach adventure animation children fantasy musical
662,Fear (1996),fear,1996,Thriller,fear thriller
663,Kids in the Hall: Brain Candy (1996),kids in the hall: brain candy,1996,Comedy,kids in the hall: brain candy comedy
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),bloodsport 2 (a.k.a. bloodsport ii: the next kumite),1996,Action,bloodsport 2 (a.k.a. bloodsport ii: the next kumite) action
671,Mystery Science Theater 3000: The Movie (1996),mystery science theater 3000: the movie,1996,Comedy|Sci-Fi,mystery science theater 3000: the movie comedy sci-fi
673,Space Jam (1996),space jam,1996,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,space jam adventure animation children comedy fantasy sci-fi
674,Barbarella (1968),barbarella,1968,Adventure|Comedy|Sci-Fi,barbarella adventure comedy sci-fi
678,Some Folks Call It a Sling Blade (1993),some folks call it a sling blade,1993,Drama|Thriller,some folks call it a sling blade drama thriller
688,Operation Dumbo Drop (1995),operation dumbo drop,1995,Action|Adventure|Comedy|War,operation dumbo drop action adventure comedy war
694,"Substitute, The (1996)","substitute, the",1996,Action|Crime|Drama,"substitute, the action crime drama"
697,Feeling Minnesota (1996),feeling minnesota,1996,Drama|Romance,feeling minnesota drama romance
700,Angus (1995),angus,1995,Comedy,angus comedy
704,"Quest, The (1996)","quest, the",1996,Action|Adventure,"quest, the action adventure"
707,Mulholland Falls (1996),mulholland falls,1996,Crime|Drama|Thriller,mulholland falls crime drama thriller
708,"Truth About Cats & Dogs, The (1996)","truth about cats & dogs, the",1996,Comedy|Romance,"truth about cats & dogs, the comedy romance"
709,Oliver & Company (1988),oliver & company,1988,Adventure|Animation|Children|Comedy|Musical,oliver & company adventure animation children comedy musical
710,Celtic Pride (1996),celtic pride,1996,Comedy,celtic pride comedy
711,Flipper (1996),flipper,1996,Adventure|Children,flipper adventure children
714,Dead Man (1995),dead man,1995,Drama|Mystery|Western,dead man drama mystery western
719,Multiplicity (1996),multiplicity,1996,Comedy,multiplicity comedy
720,Wallace & Gromit: The Best of Aardman Animation (1996),wallace & gromit: the best of aardman animation,1996,Adventure|Animation|Comedy,wallace & gromit: the best of aardman animation adventure animation comedy
724,"Craft, The (1996)","craft, the",1996,Drama|Fantasy|Horror|Thriller,"craft, the drama fantasy horror thriller"
725,"Great White Hype, The (1996)","great white hype, the",1996,Comedy,"great white hype, the comedy"
728,Cold Comfort Farm (1995),cold comfort farm,1995,Comedy,cold comfort farm comedy
733,"Rock, The (1996)","rock, the",1996,Action|Adventure|Thriller,"rock, the action adventure thriller"
735,Cemetery Man (Dellamorte Dellamore) (1994),cemetery man (dellamorte dellamore),1994,Horror,cemetery man (dellamorte dellamore) horror
736,Twister (1996),twister,1996,Action|Adventure|Romance|Thriller,twister action adventure romance thriller
737,Barb Wire (1996),barb wire,1996,Action|Sci-Fi,barb wire action sci-fi
741,Ghost in the Shell (Kôkaku kidôtai) (1995),ghost in the shell (kôkaku kidôtai),1995,Animation|Sci-Fi,ghost in the shell (kôkaku kidôtai) animation sci-fi
742,Thinner (1996),thinner,1996,Horror|Thriller,thinner horror thriller
743,Spy Hard (1996),spy hard,1996,Comedy,spy hard comedy
745,Wallace & Gromit: A Close Shave (1995),wallace & gromit: a close shave,1995,Animation|Children|Comedy,wallace & gromit: a close shave animation children comedy
748,"Arrival, The (1996)","arrival, the",1996,Action|Sci-Fi|Thriller,"arrival, the action sci-fi thriller"
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),dr. strangelove or: how i learned to stop worrying and love the bomb,1964,Comedy|War,dr. strangelove or: how i learned to stop worrying and love the bomb comedy war
